Trace_ID,User_Query,Expected_Reason,Predicted_Reason,Expected_Network,Predicted_Network,Confidence,Reasoning,Dimension_Tuple,Reason_Match,Network_Match
SYN166,"I recently made a purchase for services using my Visa card, but the transaction isn’t displaying properly. Can you help me understand why it’s unrecognized?",unrecognized,10.4,visa,visa,0.85,"The dispute involves an unrecognized transaction on a Visa card, which suggests the customer did not authorize the charge. This aligns with the fraud reason code 10.4, indicating a potential unauthorized transaction.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN219,I need help! I canceled my subscription for the services I was using but still got charged on my Discover card for a low amount. I'm quite frustrated with this situation and would appreciate it if you could explain what went wrong and how I can get this resolved.,subscription_canceled,13.2,discover,discover,0.95,"The dispute involves a charge for a subscription that the customer claims to have canceled, which aligns with the reason code for subscription cancellation (13.2). The payment network is identified as Discover, as it is explicitly mentioned in the dispute description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN192,"I tried to buy some merchandise with my Visa card, but what I received is totally not what I expected! It’s so disappointing. Can you help me fix this?",product_unacceptable,13.3,visa,visa,0.95,"The payment network is identified as Visa based on the mention of 'Visa card' in the dispute description. The reason code 13.3 is selected because the customer expresses disappointment with the merchandise received, indicating it was not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN034,I’m super frustrated right now! There’s a low amount charged on my discover statement for a service I didn’t use. It feels like fraud – how can I dispute this?,fraudulent,10.4,discover,discover,0.95,"The dispute mentions a charge for a service that the customer did not use, indicating a potential unauthorized transaction. The customer expresses feelings of frustration and suspicion of fraud, which aligns with the reason code for unauthorized charges (10.4). The payment network is identified as Discover, as it is explicitly mentioned in the dispute description.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN008,"So, I tried to pay for a service recently with my Discover card, but the charge doesn’t seem to have gone through. Any ideas on what might be the issue?",credit_not_processed,13.1,discover,discover,0.85,"The dispute involves a charge that did not go through for a service, indicating that the customer did not receive the expected service. This aligns with the reason code for 'Merchandise Not Received' (13.1). The payment network is identified as 'Discover' based on the explicit mention in the description.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN061,"Hi, I need urgent help with a transaction I made using my Visa card. I was charged a **huge** amount by a service that I never authorized. This looks like fraud and I’m really frustrated with this situation. Can you please guide me on how to dispute this?",fraudulent,10.4,visa,visa,0.95,"The dispute involves a transaction made with a Visa card that the customer claims was unauthorized, indicating potential fraud. The specific mention of a 'huge amount' charged without authorization aligns with the Visa reason code for fraud (10.4). The high confidence score reflects the clear indication of fraud in the customer's description.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN087,"Hi, I noticed a duplicate payment on my Mastercard for service.",duplicate,12.6,mastercard,mastercard,0.95,"The payment network is identified as Mastercard from the description. The reason for the dispute is a duplicate payment, which corresponds to the Visa Reason Code 12.6 for 'Charged twice'. This is a billing error rather than a fraud issue.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN114,"Ugh, I’m dealing with a duplicate payment on my Mastercard from this service I used a long time ago. It’s driving me crazy! What do I do?",duplicate,12.6,mastercard,mastercard,0.95,"The dispute involves a duplicate payment on a Mastercard, which directly corresponds to the reason code for duplicate transactions (12.6). The mention of 'duplicate payment' indicates a billing error rather than fraud.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN140,I have a duplicate transaction with my Amex for a low-cost item. Please clarify.,duplicate,12.6,amex,amex,0.95,"The dispute mentions a duplicate transaction specifically with Amex, indicating a billing error rather than fraud. The reason code 12.6 is appropriate for duplicate transactions.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN167,"Hello, I've noticed a recent transaction on my Visa statement for services that I don’t recognize. This is quite troubling, and I’d appreciate your assistance in resolving this issue.",unrecognized,10.4,visa,visa,0.95,"The dispute mentions an unrecognized transaction on the Visa statement, which indicates a potential unauthorized charge. Therefore, the most appropriate reason code is 10.4 for fraud. The network is identified as Visa since it is explicitly mentioned in the description.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN220,"Just found out that despite canceling my subscription, there’s still a charge on my Discover card from the service provider. It’s a small amount, but it’s really frustrating that I have to deal with this. Can you assist me in resolving this issue?",subscription_canceled,13.2,discover,discover,0.95,"The dispute involves a charge on the customer's Discover card despite having canceled their subscription, which aligns with the reason code for subscription cancellation (13.2). The network is identified as Discover since it is explicitly mentioned in the description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN035,"Hey, I found a small charge on my discover card for some service I didn’t ask for. This feels really sketchy and I’m pretty frustrated. What kind of steps can I take to address this fraudulent transaction?",fraudulent,10.4,discover,discover,0.95,"The dispute involves an unauthorized charge on a Discover card, which indicates potential fraud. The description explicitly mentions a charge for a service not requested, aligning with the fraud reason code 10.4.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN062,"So, I found a charge on my credit card statement for a bunch of services I never used, and it's a really high amount. It was made through Visa, and I feel like I've been a victim of fraud. How can I report this and get my money back? Pls help!",fraudulent,10.4,visa,visa,0.95,"The dispute mentions a charge for services that the customer never used, indicating a potential unauthorized transaction. The customer explicitly states feeling like a victim of fraud, which aligns with the Visa reason code for unauthorized charges (10.4). The payment network is identified as Visa from the description.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN009,"I have a recent transaction with a service, but my Discover card payment hasn't been processed. Can you check what happened?",credit_not_processed,13.6,discover,discover,0.85,"The dispute involves a payment that has not been processed for a service, indicating a potential issue with a credit not being processed. The network is explicitly mentioned as 'Discover', and the reason code 13.6 is appropriate as it relates to a refund or credit that was expected but not received.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN088,"two charges on mastercard for the same service, can you help?",duplicate,12.6,mastercard,mastercard,0.95,"The dispute involves two charges for the same service, which indicates a duplicate transaction. The payment network is identified as Mastercard based on the description.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN193,"The product I got isn’t acceptable at all! I paid with my visa for a low-priced item, and now I’m frustrated. How do I go about getting a refund?",product_unacceptable,13.3,visa,visa,0.95,"The dispute mentions dissatisfaction with the product received, indicating it is not as described or defective. The payment network is identified as Visa based on the explicit mention in the description.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN115,Can you explain why my Mastercard shows a duplicate charge for an old service transaction? I’m really frustrated with this situation.,duplicate,12.6,mastercard,mastercard,0.95,"The dispute mentions a duplicate charge specifically related to a Mastercard transaction, indicating a billing error rather than fraud. The most appropriate reason code for this situation is 12.6, which corresponds to duplicate transactions.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN141,"I noticed a charge from a service provider on my discover card, and I'm confused about it. Can you help me understand this recent transaction?",general,10.4,discover,discover,0.85,"The dispute involves a charge from a service provider that the cardholder does not recognize, indicating potential unauthorized use of the card. This aligns with the fraud reason code 10.4, as the cardholder is confused about the transaction.","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN168,"Hi there! I used my Visa card for a service transaction just a few days ago. However, I see it listed as unrecognized on my account. What steps can I take to clarify this?",unrecognized,10.4,visa,visa,0.95,"The dispute involves an unrecognized charge on a Visa card, which indicates a potential unauthorized transaction. The most appropriate reason code is 10.4, as the customer is questioning a charge they do not recognize.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN194,"Hey! I used my visa to buy something small, but it's totally unacceptable. I’m really frustrated right now. Can you tell me how I can resolve this issue?",product_unacceptable,13.3,visa,visa,0.85,"The dispute mentions frustration with a purchase made using a Visa card, indicating a potential issue with the product received. The most appropriate reason code is 13.3 (Not as Described/Defective) as the customer implies dissatisfaction with the item, although specifics are not provided. The network is identified as Visa since it is explicitly mentioned.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN010,"My Discover card was used for a service transaction, but I don't see it being processed. Any chance you can assist me with this?",credit_not_processed,13.1,discover,discover,0.85,"The dispute involves a service transaction that the customer does not see being processed, indicating that the service was not received. This aligns with the reason code for 'Merchandise Not Received' (13.1). The payment network is identified as 'Discover' based on the mention of the Discover card.","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN036,"Hello, I'm reaching out because I haven't received a merchandise order I placed recently. I paid with my AMX card, and the transaction amount was quite high for me. Can you help me track down where it is?",product_not_received,13.1,amx,amex,0.95,"The payment network is identified as 'AMX' which corresponds to American Express. The reason code '13.1' is selected because the customer states they have not received their merchandise order, which aligns with the description of 'Merchandise Not Received'. The confidence score is high due to the clear indication of the issue in the dispute description.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""amx"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,0
SYN089,I am disputing a duplicate entry for services paid via Mastercard.,duplicate,12.6,mastercard,mastercard,0.95,"The payment network is identified as Mastercard based on the explicit mention in the dispute description. The reason for the dispute is a duplicate entry for services, which corresponds to the Visa Reason Code 12.6 for duplicate transactions. The confidence score is high due to the clear nature of the complaint.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN063,"Hello, I'm reaching out because I've encountered a serious issue. There was a **significant** charge on my Visa linked to services that I didn't request, and I believe it's fraudulent activity. I'm feeling really frustrated! What steps should I take to resolve this and get my funds returned?",fraudulent,10.4,visa,visa,0.95,"The dispute involves a significant charge on a Visa card that the customer did not authorize, indicating potential fraudulent activity. The explicit mention of 'fraudulent activity' supports the classification under reason code 10.4 for unauthorized transactions.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN116,"I recently discovered a fraudulent charge on my Amex card related to a high amount transaction for services. I'm really frustrated because I trusted the merchant, and now I need help resolving this issue. Can you guide me through the dispute process?",fraudulent,10.4,amex,amex,0.95,"The dispute involves a fraudulent charge on an Amex card, indicating an unauthorized transaction. The specific mention of 'fraudulent charge' aligns with the reason code for unauthorized transactions (10.4). The high amount and the user's frustration further support the classification as fraud.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN142,Why is there a payment to a services merchant showing up on my recent Discover statement? I'm really not sure what it is.,general,10.4,discover,discover,0.85,"The dispute involves an unrecognized charge from a services merchant on the customer's Discover statement, which indicates a potential unauthorized transaction. Therefore, it is classified under the fraud category with reason code 10.4.","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN169,"Dear support, I am writing regarding a recent transaction charged to my Visa for services. It's marked as unrecognized, and I would like to dispute this, if possible. Thank you for your help.",unrecognized,10.4,visa,visa,0.95,"The dispute involves an unrecognized transaction on a Visa card, which indicates a potential unauthorized charge. Therefore, the appropriate reason code is 10.4 for fraud (unauthorized). The confidence score is high due to the clear indication of an unrecognized charge.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN064,"Hi there, can someone please assist me?? I noticed a enormous charge on my Visa from a service I did not use or approve! This has to be some kind of fraud, and I’m super frustrated. I need to dispute this ASAP! What do I need to do?",fraudulent,10.4,visa,visa,0.95,"The dispute mentions an unauthorized charge on a Visa card, indicating potential fraud. The specific complaint aligns with the reason code for fraud (10.4) as the customer did not approve the charge.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN011,"I recently canceled my subscription for a service, but I noticed a charge on my mastercard. Can you help me resolve this?",subscription_canceled,13.2,mastercard,mastercard,0.95,"The dispute involves a charge for a subscription that was canceled, which aligns with the reason code for 'Subscription Canceled' (13.2). The payment network is identified as Mastercard based on the description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN037,"I noticed that I've been charged on my AMX card for a merchandise purchase, but the item hasn't arrived yet. It's a high amount, and I'm feeling quite concerned. Can I find out what happened to my order?",product_not_received,13.1,amx,amex,0.95,"The payment network is identified as 'AMX' which corresponds to American Express. The reason code '13.1' is selected because the customer is disputing a charge for merchandise that has not been received, which aligns with the description of 'Order didn't arrive'.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""amx"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,0
SYN195,"I've been having a really frustrating experience with my latest merchandise order. I paid with Visa for a low amount, but the product is unacceptable. What are my options?",product_unacceptable,13.3,visa,visa,0.95,"The payment network is identified as Visa based on the explicit mention in the dispute description. The reason code 13.3 is selected because the customer describes the product as 'unacceptable', indicating a quality issue or that the merchandise is not as described.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN090,"Same service billed twice on my card, Mastercard issue.",duplicate,12.6,mastercard,mastercard,0.95,"The dispute clearly states that the same service was billed twice, which directly corresponds to the reason code for duplicate transactions (12.6). The payment network is explicitly mentioned as Mastercard.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN117,Can someone please help me? I made a large payment using my Amex for services that turned out to be fraudulent. I'm super frustrated with how this is being handled! I need to dispute this ASAP and get my money back—what info do you need from me?,fraudulent,10.4,amex,amex,0.95,"The dispute involves a large payment made using an Amex card for services that were fraudulent, indicating an unauthorized transaction. The explicit mention of 'Amex' confirms the payment network, and the nature of the complaint aligns with the fraud reason code 10.4.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN170,"I had a transaction recently where I paid for some services via Visa, but I can't find any record of that service. Can you please look into this unrecognized transaction for me?",unrecognized,10.4,visa,visa,0.95,"The dispute involves an unrecognized transaction on a Visa card, which aligns with the fraud reason code 10.4, indicating that the customer did not authorize the charge. The high confidence score reflects the clear indication of an unauthorized transaction.","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN143,"I think there's a mistake with my Discover transaction for a recent service. Like, I don’t remember signing up for anything. Can you clarify this for me?",general,10.4,discover,discover,0.85,"The dispute mentions a lack of recognition for the transaction, indicating it may be unauthorized. The specific mention of 'Discover' confirms the payment network. The reason code 10.4 is appropriate as the customer states they do not remember signing up for any service, suggesting a potential fraud situation.","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN196,recent charge on my visa for merch? confused about it,general,10.4,visa,visa,0.85,"The dispute mentions a recent charge on the user's Visa card that they are confused about, indicating they do not recognize the transaction. This aligns with the fraud reason code 10.4, which is used for unauthorized charges.","{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN038,"Hi, I’m contacting you regarding an issue with my recent purchase. The transaction was made with my AMX card for a significant amount, and I still haven’t received the merchandise. What can I do to resolve this?",product_not_received,13.1,amx,amex,0.95,"The payment network is identified as 'AMX' which corresponds to American Express. The reason code '13.1' is selected because the customer states they have not received the merchandise they purchased, which aligns with the description of 'Merchandise Not Received'. The confidence score is high due to the clear indication of the issue in the dispute description.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""amx"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,0
SYN012,"Hi, I'm really frustrated because I canceled my subscription for the services I was using, yet I still see a transaction on my mastercard. What should I do?",subscription_canceled,13.2,mastercard,mastercard,0.95,"The dispute involves a customer who canceled their subscription but is still being charged, which aligns with the reason code for subscription cancellation (13.2). The payment network is identified as Mastercard based on the explicit mention in the dispute description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN091,"I recently made a transaction using my Mastercard for some merchandise, but the product I received is completely unacceptable! I'm really frustrated and would like to know how to get a refund or a replacement. Can you help with this?",product_unacceptable,13.3,mastercard,mastercard,0.95,"The payment network is identified as Mastercard based on the explicit mention in the dispute description. The reason code 13.3 is selected because the customer is expressing dissatisfaction with the product received, indicating it is not as described or defective.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN065,I’ve got a problem with my Visa card. There’s a really high charge for services that I definitely did not order and it looks fraudulent. I’m extremely frustrated and want to dispute this immediately! What details do you need from me to start the process?,fraudulent,10.4,visa,visa,0.95,"The dispute explicitly mentions a 'Visa card' and describes a charge that the customer did not authorize, indicating potential fraud. The most appropriate reason code for this situation is '10.4' for unauthorized transactions.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN118,"Ugh! I'm so angry right now! I saw a huge charge on my Amex for some services I didn't approve. It's clearly fraudulent, and I'm at my wits' end trying to figure out how to dispute this. Please help me sort this mess out quickly!",fraudulent,10.4,amex,amex,0.95,"The dispute clearly indicates that the customer is reporting an unauthorized charge on their Amex card, which aligns with the fraud reason code 10.4. The mention of a 'huge charge' for services not approved further supports this classification.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN144,Help! I’m totally confused about a recent charge for services made on my Discover card. What does it mean?,general,10.4,discover,discover,0.85,"The dispute involves confusion about a recent charge on a Discover card, which suggests the customer does not recognize the transaction. This aligns with the fraud reason code 10.4, indicating an unauthorized charge.","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN171,"Hi, I recently tried to cancel a subscription service I was paying for with my Amex card, but I'm not sure if it went through. The charge was a small amount, and I just need to confirm that everything is closed out. Can you help me with this?",subscription_canceled,13.2,amex,amex,0.95,"The payment network is identified as 'Amex' based on the mention of the card type. The reason code '13.2' is selected because the dispute involves a subscription that the user attempted to cancel but is unsure if the cancellation was successful, indicating a recurring charge after cancellation.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN197,why am i seeing this visa charge for merch?,general,10.4,visa,visa,0.85,"The dispute mentions a charge that the customer does not recognize ('why am i seeing this visa charge for merch?'), which indicates a potential unauthorized transaction. Therefore, it is classified under the fraud category with reason code 10.4.","{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN039,"Hey, I ordered some merchandise using my AMX card, and it was a substantial payment, but I haven't seen my item arrive. Can you please provide info on this situation? I just want to know what's happening with my order.",product_not_received,13.1,amx,amex,0.95,"The payment network is identified as 'AMX' which corresponds to American Express. The reason code '13.1' is selected because the customer is inquiring about merchandise that has not been received, indicating a 'Merchandise Not Received' issue.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""amx"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,0
SYN066,fraud?? high amt service from discover,fraudulent,10.4,discover,discover,0.9,"The dispute mentions 'fraud' and 'high amt service', indicating that the customer did not authorize the transaction. The explicit mention of 'discover' confirms the payment network. The reason code 10.4 is appropriate as it relates to unauthorized transactions.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
SYN013,"I just recently canceled my subscription, and I expected no more charges. But I saw a payment on my mastercard for a service I don't use anymore. Can you look into this?",subscription_canceled,13.2,mastercard,mastercard,0.95,"The dispute involves a subscription that was canceled, yet a charge was still processed. This aligns with the reason code for 'Subscription Canceled' (13.2). The payment network is identified as Mastercard based on the description.","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",0,1
SYN119,"Hello, I need assistance with a transaction I made with my Amex card. There's a high amount charged for services that I believe is fraudulent. I'm really frustrated since I didn't authorize this. What's the first step to disputing this charge?",fraudulent,10.4,amex,amex,0.95,"The dispute involves an unauthorized charge on an Amex card, which directly corresponds to the fraud reason code 10.4. The customer explicitly states they did not authorize the transaction, indicating a potential fraudulent activity.","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN092,"I ordered some merch with my Mastercard, and honestly, the product just doesn't live up to what was advertised. This has been really disappointing, and I feel like I need a resolution ASAP! What steps should I take for this unacceptable item?",product_unacceptable,13.3,mastercard,mastercard,0.95,"The payment network is identified as Mastercard based on the user's description. The reason code 13.3 is selected because the user expresses dissatisfaction with the product not meeting advertised expectations, indicating a quality issue.","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",0,1
SYN198,need help! i have a recent visa transaction i don't get,general,10.4,visa,visa,0.85,"The dispute mentions a 'recent visa transaction' that the user does not understand, indicating a potential unauthorized charge. This aligns with the fraud reason code 10.4, as the user is likely disputing a transaction they did not authorize.","{""DisputeReason"":""general"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",0,1
